1, 6, 2, 3, 7, 8, 7, 6
1, 6, 2, 3, 7, 11, 10, 9
1, 6, 2, 3, 7, 11, 10, 11
1, 6, 2, 3, 7, 11, 10, 14
1, 6, 2, 3, 7, 11, 10, 6
1, 6, 2, 3, 7, 11, 7, 3
1, 6, 2, 3, 7, 11, 7, 8
1, 6, 2, 3, 7, 11, 7, 11
1, 6, 2, 3, 7, 11, 7, 6
1, 6, 2, 3, 7, 11, 12, 16
1, 6, 2, 3, 7, 11, 12, 8
1, 6, 2, 3, 7, 11, 12, 11
1, 6, 2, 3, 7, 11, 15, 16
1, 6, 2, 3, 7, 11, 15, 11
1, 6, 2, 3, 7, 11, 15, 14
1, 6, 2, 3, 7, 6, 10, 9
1, 6, 2, 3, 7, 6, 10, 11
1, 6, 2, 3, 7, 6, 10, 14
1, 6, 2, 3, 7, 6, 10, 6
1, 6, 2, 3, 7, 6, 2, 1
1, 6, 2, 3, 7, 6, 2, 3
1, 6, 2, 3, 7, 6, 2, 6
1, 6, 2, 3, 7, 6, 5, 9
1, 6, 2, 3, 7, 6, 5, 1
1, 6, 2, 3, 7, 6, 5, 6
1, 6, 2, 3, 7, 6, 7, 3
1, 6, 2, 3, 7, 6, 7, 8
1, 6, 2, 3, 7, 6, 7, 11
1, 6, 2, 3, 7, 6, 7, 6
1, 6, 2, 6, 10, 9, 5, 9
1, 6, 2, 6, 10, 9, 5, 1
1, 6, 2, 6, 10, 9, 5, 6
1, 6, 2, 6, 10, 9, 10, 9
1, 6, 2, 6, 10, 9, 10, 11
1, 6, 2, 6, 10, 9, 10, 14
1, 6, 2, 6, 10, 9, 10, 6
1, 6, 2, 6, 10, 9, 13, 9
1, 6, 2, 6, 10, 9, 13, 14
1, 6, 2, 6, 10, 11, 10, 9
1, 6, 2, 6, 10, 11, 10, 11
1, 6, 2, 6, 10, 11, 10, 14
1, 6, 2, 6, 10, 11, 10, 6
1, 6, 2, 6, 10, 11, 7, 3
1, 6, 2, 6, 10, 11, 7, 8
1, 6, 2, 6, 10, 11, 7, 11
1, 6, 2, 6, 10, 11, 7, 6
1, 6, 2, 6, 10, 11, 12, 16
1, 6, 2, 6, 10, 11, 12, 8
1, 6, 2, 6, 10, 11, 12, 11
1, 6, 2, 6, 10, 11, 15, 16
1, 6, 2, 6, 10, 11, 15, 11
1, 6, 2, 6, 10, 11, 15, 14
1, 6, 2, 6, 10, 14, 10, 9
1, 6, 2, 6, 10, 14, 10, 11
1, 6, 2, 6, 10, 14, 10, 14
1, 6, 2, 6, 10, 14, 10, 6
1, 6, 2, 6, 10, 14, 13, 9
1, 6, 2, 6, 10, 14, 13, 14
1, 6, 2, 6, 10, 14, 15, 16
1, 6, 2, 6, 10, 14, 15, 11
1, 6, 2, 6, 10, 14, 15, 14
1, 6, 2, 6, 10, 6, 10, 9
1, 6, 2, 6, 10, 6, 10, 11
1, 6, 2, 6, 10, 6, 10, 14
1, 6, 2, 6, 10, 6, 10, 6
1, 6, 2, 6, 10, 6, 2, 1
1, 6, 2, 6, 10, 6, 2, 3
1, 6, 2, 6, 10, 6, 2, 6
1, 6, 2, 6, 10, 6, 5, 9
1, 6, 2, 6, 10, 6, 5, 1
1, 6, 2, 6, 10, 6, 5, 6
1, 6, 2, 6, 10, 6, 7, 3
1, 6, 2, 6, 10, 6, 7, 8
1, 6, 2, 6, 10, 6, 7, 11
1, 6, 2, 6, 10, 6, 7, 6
1, 6, 2, 6, 2, 1, 2, 1
1, 6, 2, 6, 2, 1, 2, 3
1, 6, 2, 6, 2, 1, 2, 6
1, 6, 2, 6, 2, 1, 5, 9
1, 6, 2, 6, 2, 1, 5, 1
1, 6, 2, 6, 2, 1, 5, 6
1, 6, 2, 6, 2, 3, 2, 1
1, 6, 2, 6, 2, 3, 2, 3
1, 6, 2, 6, 2, 3, 2, 6
1, 6, 2, 6, 2, 3, 4, 8
1, 6, 2, 6, 2, 3, 4, 3
1, 6, 2, 6, 2, 3, 7, 3
1, 6, 2, 6, 2, 3, 7, 8
1, 6, 2, 6, 2, 3, 7, 11
1, 6, 2, 6, 2, 3, 7, 6
1, 6, 2, 6, 2, 6, 10, 9
1, 6, 2, 6, 2, 6, 10, 11
1, 6, 2, 6, 2, 6, 10, 14
1, 6, 2, 6, 2, 6, 10, 6
1, 6, 2, 6, 2, 6, 2, 1
1, 6, 2, 6, 2, 6, 2, 3
1, 6, 2, 6, 2, 6, 2, 6
1, 6, 2, 6, 2, 6, 5, 9
1, 6, 2, 6, 2, 6, 5, 1
1, 6, 2, 6, 2, 6, 5, 6
1, 6, 2, 6, 2, 6, 7, 3
1, 6, 2, 6, 2, 6, 7, 8
1, 6, 2, 6, 2, 6, 7, 11
1, 6, 2, 6, 2, 6, 7, 6
1, 6, 2, 6, 5, 9, 5, 9
1, 6, 2, 6, 5, 9, 5, 1
1, 6, 2, 6, 5, 9, 5, 6
1, 6, 2, 6, 5, 9, 10, 9
1, 6, 2, 6, 5, 9, 10, 11
1, 6, 2, 6, 5, 9, 10, 14
1, 6, 2, 6, 5, 9, 10, 6
1, 6, 2, 6, 5, 9, 13, 9
1, 6, 2, 6, 5, 9, 13, 14
1, 6, 2, 6, 5, 1, 2, 1
1, 6, 2, 6, 5, 1, 2, 3
1, 6, 2, 6, 5, 1, 2, 6
1, 6, 2, 6, 5, 1, 5, 9
1, 6, 2, 6, 5, 1, 5, 1
1, 6, 2, 6, 5, 1, 5, 6
1, 6, 2, 6, 5, 6, 10, 9
1, 6, 2, 6, 5, 6, 10, 11
1, 6, 2, 6, 5, 6, 10, 14
1, 6, 2, 6, 5, 6, 10, 6
1, 6, 2, 6, 5, 6, 2, 1
1, 6, 2, 6, 5, 6, 2, 3
1, 6, 2, 6, 5, 6, 2, 6
1, 6, 2, 6, 5, 6, 5, 9
1, 6, 2, 6, 5, 6, 5, 1
1, 6, 2, 6, 5, 6, 5, 6
1, 6, 2, 6, 5, 6, 7, 3
1, 6, 2, 6, 5, 6, 7, 8
1, 6, 2, 6, 5, 6, 7, 11
1, 6, 2, 6, 5, 6, 7, 6
1, 6, 2, 6, 7, 3, 2, 1
1, 6, 2, 6, 7, 3, 2, 3
1, 6, 2, 6, 7, 3, 2, 6
1, 6, 2, 6, 7, 3, 4, 8
1, 6, 2, 6, 7, 3, 4, 3
1, 6, 2, 6, 7, 3, 7, 3
1, 6, 2, 6, 7, 3, 7, 8
1, 6, 2, 6, 7, 3, 7, 11
1, 6, 2, 6, 7, 3, 7, 6
1, 6, 2, 6, 7, 8, 12, 16
1, 6, 2, 6, 7, 8, 12, 8
1, 6, 2, 6, 7, 8, 12, 11
1, 6, 2, 6, 7, 8, 4, 8
1, 6, 2, 6, 7, 8, 4, 3
1, 6, 2, 6, 7, 8, 7, 3
1, 6, 2, 6, 7, 8, 7, 8
1, 6, 2, 6, 7, 8, 7, 11
1, 6, 2, 6, 7, 8, 7, 6
1, 6, 2, 6, 7, 11, 10, 9
1, 6, 2, 6, 7, 11, 10, 11
1, 6, 2, 6, 7, 11, 10, 14
1, 6, 2, 6, 7, 11, 10, 6
1, 6, 2, 6, 7, 11, 7, 3
1, 6, 2, 6, 7, 11, 7, 8
1, 6, 2, 6, 7, 11, 7, 11
1, 6, 2, 6, 7, 11, 7, 6
1, 6, 2, 6, 7, 11, 12, 16
1, 6, 2, 6, 7, 11, 12, 8
1, 6, 2, 6, 7, 11, 12, 11
1, 6, 2, 6, 7, 11, 15, 16
1, 6, 2, 6, 7, 11, 15, 11
1, 6, 2, 6, 7, 11, 15, 14
1, 6, 2, 6, 7, 6, 10, 9
1, 6, 2, 6, 7, 6, 10, 11
1, 6, 2, 6, 7, 6, 10, 14
1, 6, 2, 6, 7, 6, 10, 6
1, 6, 2, 6, 7, 6, 2, 1
1, 6, 2, 6, 7, 6, 2, 3
1, 6, 2, 6, 7, 6, 2, 6
1, 6, 2, 6, 7, 6, 5, 9
1, 6, 2, 6, 7, 6, 5, 1
1, 6, 2, 6, 7, 6, 5, 6
1, 6, 2, 6, 7, 6, 7, 3
1, 6, 2, 6, 7, 6, 7, 8
1, 6, 2, 6, 7, 6, 7, 11
1, 6, 2, 6, 7, 6, 7, 6
1, 6, 5, 9, 5, 9, 5, 9
1, 6, 5, 9, 5, 9, 5, 1
1, 6, 5, 9, 5, 9, 5, 6
1, 6, 5, 9, 5, 9, 10, 9
1, 6, 5, 9, 5, 9, 10, 11
1, 6, 5, 9, 5, 9, 10, 14
1, 6, 5, 9, 5, 9, 10, 6
1, 6, 5, 9, 5, 9, 13, 9
1, 6, 5, 9, 5, 9, 13, 14
1, 6, 5, 9, 5, 1, 2, 1
1, 6, 5, 9, 5, 1, 2, 3
1, 6, 5, 9, 5, 1, 2, 6
1, 6, 5, 9, 5, 1, 5, 9
1, 6, 5, 9, 5, 1, 5, 1
1, 6, 5, 9, 5, 1, 5, 6
1, 6, 5, 9, 5, 6, 10, 9
1, 6, 5, 9, 5, 6, 10, 11
1, 6, 5, 9, 5, 6, 10, 14
1, 6, 5, 9, 5, 6, 10, 6
1, 6, 5, 9, 5, 6, 2, 1
1, 6, 5, 9, 5, 6, 2, 3
1, 6, 5, 9, 5, 6, 2, 6
1, 6, 5, 9, 5, 6, 5, 9
1, 6, 5, 9, 5, 6, 5, 1
1, 6, 5, 9, 5, 6, 5, 6
1, 6, 5, 9, 5, 6, 7, 3
1, 6, 5, 9, 5, 6, 7, 8
1, 6, 5, 9, 5, 6, 7, 11
1, 6, 5, 9, 5, 6, 7, 6
1, 6, 5, 9, 10, 9, 5, 9
1, 6, 5, 9, 10, 9, 5, 1
1, 6, 5, 9, 10, 9, 5, 6
1, 6, 5, 9, 10, 9, 10, 9
1, 6, 5, 9, 10, 9, 10, 11
1, 6, 5, 9, 10, 9, 10, 14
1, 6, 5, 9, 10, 9, 10, 6
1, 6, 5, 9, 10, 9, 13, 9
1, 6, 5, 9, 10, 9, 13, 14
1, 6, 5, 9, 10, 11, 10, 9
1, 6, 5, 9, 10, 11, 10, 11
1, 6, 5, 9, 10, 11, 10, 14
1, 6, 5, 9, 10, 11, 10, 6
1, 6, 5, 9, 10, 11, 7, 3
1, 6, 5, 9, 10, 11, 7, 8
1, 6, 5, 9, 10, 11, 7, 11
1, 6, 5, 9, 10, 11, 7, 6
1, 6, 5, 9, 10, 11, 12, 16
1, 6, 5, 9, 10, 11, 12, 8
1, 6, 5, 9, 10, 11, 12, 11
1, 6, 5, 9, 10, 11, 15, 16
1, 6, 5, 9, 10, 11, 15, 11
1, 6, 5, 9, 10, 11, 15, 14
1, 6, 5, 9, 10, 14, 10, 9
1, 6, 5, 9, 10, 14, 10, 11
1, 6, 5, 9, 10, 14, 10, 14
1, 6, 5, 9, 10, 14, 10, 6
1, 6, 5, 9, 10, 14, 13, 9
1, 6, 5, 9, 10, 14, 13, 14
1, 6, 5, 9, 10, 14, 15, 16
1, 6, 5, 9, 10, 14, 15, 11
1, 6, 5, 9, 10, 14, 15, 14
1, 6, 5, 9, 10, 6, 10, 9
1, 6, 5, 9, 10, 6, 10, 11
1, 6, 5, 9, 10, 6, 10, 14
1, 6, 5, 9, 10, 6, 10, 6
1, 6, 5, 9, 10, 6, 2, 1
1, 6, 5, 9, 10, 6, 2, 3
1, 6, 5, 9, 10, 6, 2, 6
1, 6, 5, 9, 10, 6, 5, 9
1, 6, 5, 9, 10, 6, 5, 1
1, 6, 5, 9, 10, 6, 5, 6
1, 6, 5, 9, 10, 6, 7, 3
1, 6, 5, 9, 10, 6, 7, 8
1, 6, 5, 9, 10, 6, 7, 11
1, 6, 5, 9, 10, 6, 7, 6
1, 6, 5, 9, 13, 9, 5, 9
1, 6, 5, 9, 13, 9, 5, 1
1, 6, 5, 9, 13, 9, 5, 6
1, 6, 5, 9, 13, 9, 10, 9
1, 6, 5, 9, 13, 9, 10, 11
1, 6, 5, 9, 13, 9, 10, 14
1, 6, 5, 9, 13, 9, 10, 6
1, 6, 5, 9, 13, 9, 13, 9
1, 6, 5, 9, 13, 9, 13, 14
1, 6, 5, 9, 13, 14, 10, 9
1, 6, 5, 9, 13, 14, 10, 11
1, 6, 5, 9, 13, 14, 10, 14
1, 6, 5, 9, 13, 14, 10, 6
1, 6, 5, 9, 13, 14, 13, 9
1, 6, 5, 9, 13, 14, 13, 14
1, 6, 5, 9, 13, 14, 15, 16
1, 6, 5, 9, 13, 14, 15, 11
1, 6, 5, 9, 13, 14, 15, 14
1, 6, 5, 1, 2, 1, 2, 1
1, 6, 5, 1, 2, 1, 2, 3
1, 6, 5, 1, 2, 1, 2, 6
1, 6, 5, 1, 2, 1, 5, 9
1, 6, 5, 1, 2, 1, 5, 1
1, 6, 5, 1, 2, 1, 5, 6
1, 6, 5, 1, 2, 3, 2, 1
1, 6, 5, 1, 2, 3, 2, 3
1, 6, 5, 1, 2, 3, 2, 6
1, 6, 5, 1, 2, 3, 4, 8
1, 6, 5, 1, 2, 3, 4, 3
1, 6, 5, 1, 2, 3, 7, 3
1, 6, 5, 1, 2, 3, 7, 8
1, 6, 5, 1, 2, 3, 7, 11
1, 6, 5, 1, 2, 3, 7, 6
1, 6, 5, 1, 2, 6, 10, 9
1, 6, 5, 1, 2, 6, 10, 11
1, 6, 5, 1, 2, 6, 10, 14
1, 6, 5, 1, 2, 6, 10, 6
1, 6, 5, 1, 2, 6, 2, 1
1, 6, 5, 1, 2, 6, 2, 3
1, 6, 5, 1, 2, 6, 2, 6
1, 6, 5, 1, 2, 6, 5, 9
1, 6, 5, 1, 2, 6, 5, 1
1, 6, 5, 1, 2, 6, 5, 6
1, 6, 5, 1, 2, 6, 7, 3
1, 6, 5, 1, 2, 6, 7, 8
1, 6, 5, 1, 2, 6, 7, 11
1, 6, 5, 1, 2, 6, 7, 6
1, 6, 5, 1, 5, 9, 5, 9
1, 6, 5, 1, 5, 9, 5, 1
1, 6, 5, 1, 5, 9, 5, 6
1, 6, 5, 1, 5, 9, 10, 9
1, 6, 5, 1, 5, 9, 10, 11
1, 6, 5, 1, 5, 9, 10, 14
1, 6, 5, 1, 5, 9, 10, 6
1, 6, 5, 1, 5, 9, 13, 9
1, 6, 5, 1, 5, 9, 13, 14
1, 6, 5, 1, 5, 1, 2, 1
1, 6, 5, 1, 5, 1, 2, 3
1, 6, 5, 1, 5, 1, 2, 6
1, 6, 5, 1, 5, 1, 5, 9
1, 6, 5, 1, 5, 1, 5, 1
1, 6, 5, 1, 5, 1, 5, 6
1, 6, 5, 1, 5, 6, 10, 9
1, 6, 5, 1, 5, 6, 10, 11
1, 6, 5, 1, 5, 6, 10, 14
1, 6, 5, 1, 5, 6, 10, 6
1, 6, 5, 1, 5, 6, 2, 1
1, 6, 5, 1, 5, 6, 2, 3
1, 6, 5, 1, 5, 6, 2, 6
1, 6, 5, 1, 5, 6, 5, 9
1, 6, 5, 1, 5, 6, 5, 1
1, 6, 5, 1, 5, 6, 5, 6
1, 6, 5, 1, 5, 6, 7, 3
1, 6, 5, 1, 5, 6, 7, 8
1, 6, 5, 1, 5, 6, 7, 11
1, 6, 5, 1, 5, 6, 7, 6
1, 6, 5, 6, 10, 9, 5, 9
1, 6, 5, 6, 10, 9, 5, 1
1, 6, 5, 6, 10, 9, 5, 6
1, 6, 5, 6, 10, 9, 10, 9
1, 6, 5, 6, 10, 9, 10, 11
1, 6, 5, 6, 10, 9, 10, 14
1, 6, 5, 6, 10, 9, 10, 6
1, 6, 5, 6, 10, 9, 13, 9
1, 6, 5, 6, 10, 9, 13, 14
1, 6, 5, 6, 10, 11, 10, 9
1, 6, 5, 6, 10, 11, 10, 11
1, 6, 5, 6, 10, 11, 10, 14
1, 6, 5, 6, 10, 11, 10, 6
1, 6, 5, 6, 10, 11, 7, 3
1, 6, 5, 6, 10, 11, 7, 8
1, 6, 5, 6, 10, 11, 7, 11
1, 6, 5, 6, 10, 11, 7, 6
1, 6, 5, 6, 10, 11, 12, 16
1, 6, 5, 6, 10, 11, 12, 8
1, 6, 5, 6, 10, 11, 12, 11
1, 6, 5, 6, 10, 11, 15, 16
1, 6, 5, 6, 10, 11, 15, 11
1, 6, 5, 6, 10, 11, 15, 14
1, 6, 5, 6, 10, 14, 10, 9
1, 6, 5, 6, 10, 14, 10, 11
1, 6, 5, 6, 10, 14, 10, 14
1, 6, 5, 6, 10, 14, 10, 6
1, 6, 5, 6, 10, 14, 13, 9
1, 6, 5, 6, 10, 14, 13, 14
1, 6, 5, 6, 10, 14, 15, 16
1, 6, 5, 6, 10, 14, 15, 11
1, 6, 5, 6, 10, 14, 15, 14
1, 6, 5, 6, 10, 6, 10, 9
1, 6, 5, 6, 10, 6, 10, 11
1, 6, 5, 6, 10, 6, 10, 14
1, 6, 5, 6, 10, 6, 10, 6
1, 6, 5, 6, 10, 6, 2, 1
1, 6, 5, 6, 10, 6, 2, 3
1, 6, 5, 6, 10, 6, 2, 6
1, 6, 5, 6, 10, 6, 5, 9
1, 6, 5, 6, 10, 6, 5, 1
1, 6, 5, 6, 10, 6, 5, 6
1, 6, 5, 6, 10, 6, 7, 3
1, 6, 5, 6, 10, 6, 7, 8
1, 6, 5, 6, 10, 6, 7, 11
1, 6, 5, 6, 10, 6, 7, 6
1, 6, 5, 6, 2, 1, 2, 1
1, 6, 5, 6, 2, 1, 2, 3
1, 6, 5, 6, 2, 1, 2, 6
1, 6, 5, 6, 2, 1, 5, 9
1, 6, 5, 6, 2, 1, 5, 1
1, 6, 5, 6, 2, 1, 5, 6
1, 6, 5, 6, 2, 3, 2, 1
1, 6, 5, 6, 2, 3, 2, 3
1, 6, 5, 6, 2, 3, 2, 6
1, 6, 5, 6, 2, 3, 4, 8
1, 6, 5, 6, 2, 3, 4, 3
1, 6, 5, 6, 2, 3, 7, 3
1, 6, 5, 6, 2, 3, 7, 8
1, 6, 5, 6, 2, 3, 7, 11
1, 6, 5, 6, 2, 3, 7, 6
1, 6, 5, 6, 2, 6, 10, 9
1, 6, 5, 6, 2, 6, 10, 11
1, 6, 5, 6, 2, 6, 10, 14
1, 6, 5, 6, 2, 6, 10, 6
1, 6, 5, 6, 2, 6, 2, 1
1, 6, 5, 6, 2, 6, 2, 3
1, 6, 5, 6, 2, 6, 2, 6
1, 6, 5, 6, 2, 6, 5, 9
1, 6, 5, 6, 2, 6, 5, 1
1, 6, 5, 6, 2, 6, 5, 6
1, 6, 5, 6, 2, 6, 7, 3
1, 6, 5, 6, 2, 6, 7, 8
1, 6, 5, 6, 2, 6, 7, 11
1, 6, 5, 6, 2, 6, 7, 6
1, 6, 5, 6, 5, 9, 5, 9
1, 6, 5, 6, 5, 9, 5, 1
1, 6, 5, 6, 5, 9, 5, 6
1, 6, 5, 6, 5, 9, 10, 9
1, 6, 5, 6, 5, 9, 10, 11
1, 6, 5, 6, 5, 9, 10, 14
1, 6, 5, 6, 5, 9, 10, 6
1, 6, 5, 6, 5, 9, 13, 9
1, 6, 5, 6, 5, 9, 13, 14
1, 6, 5, 6, 5, 1, 2, 1
1, 6, 5, 6, 5, 1, 2, 3
1, 6, 5, 6, 5, 1, 2, 6
1, 6, 5, 6, 5, 1, 5, 9
1, 6, 5, 6, 5, 1, 5, 1
1, 6, 5, 6, 5, 1, 5, 6
1, 6, 5, 6, 5, 6, 10, 9
1, 6, 5, 6, 5, 6, 10, 11
1, 6, 5, 6, 5, 6, 10, 14
1, 6, 5, 6, 5, 6, 10, 6
1, 6, 5, 6, 5, 6, 2, 1
1, 6, 5, 6, 5, 6, 2, 3
1, 6, 5, 6, 5, 6, 2, 6
1, 6, 5, 6, 5, 6, 5, 9
1, 6, 5, 6, 5, 6, 5, 1
1, 6, 5, 6, 5, 6, 5, 6
1, 6, 5, 6, 5, 6, 7, 3
1, 6, 5, 6, 5, 6, 7, 8
1, 6, 5, 6, 5, 6, 7, 11
1, 6, 5, 6, 5, 6, 7, 6
1, 6, 5, 6, 7, 3, 2, 1
1, 6, 5, 6, 7, 3, 2, 3
1, 6, 5, 6, 7, 3, 2, 6
1, 6, 5, 6, 7, 3, 4, 8
1, 6, 5, 6, 7, 3, 4, 3
1, 6, 5, 6, 7, 3, 7, 3
1, 6, 5, 6, 7, 3, 7, 8
1, 6, 5, 6, 7, 3, 7, 11
1, 6, 5, 6, 7, 3, 7, 6
1, 6, 5, 6, 7, 8, 12, 16
1, 6, 5, 6, 7, 8, 12, 8
1, 6, 5, 6, 7, 8, 12, 11
1, 6, 5, 6, 7, 8, 4, 8
1, 6, 5, 6, 7, 8, 4, 3
1, 6, 5, 6, 7, 8, 7, 3
1, 6, 5, 6, 7, 8, 7, 8
1, 6, 5, 6, 7, 8, 7, 11
1, 6, 5, 6, 7, 8, 7, 6
1, 6, 5, 6, 7, 11, 10, 9
1, 6, 5, 6, 7, 11, 10, 11
1, 6, 5, 6, 7, 11, 10, 14
1, 6, 5, 6, 7, 11, 10, 6
1, 6, 5, 6, 7, 11, 7, 3
1, 6, 5, 6, 7, 11, 7, 8
1, 6, 5, 6, 7, 11, 7, 11
1, 6, 5, 6, 7, 11, 7, 6
1, 6, 5, 6, 7, 11, 12, 16
1, 6, 5, 6, 7, 11, 12, 8
1, 6, 5, 6, 7, 11, 12, 11
1, 6, 5, 6, 7, 11, 15, 16
1, 6, 5, 6, 7, 11, 15, 11
1, 6, 5, 6, 7, 11, 15, 14
1, 6, 5, 6, 7, 6, 10, 9
1, 6, 5, 6, 7, 6, 10, 11
1, 6, 5, 6, 7, 6, 10, 14
1, 6, 5, 6, 7, 6, 10, 6
1, 6, 5, 6, 7, 6, 2, 1
1, 6, 5, 6, 7, 6, 2, 3
1, 6, 5, 6, 7, 6, 2, 6
1, 6, 5, 6, 7, 6, 5, 9
1, 6, 5, 6, 7, 6, 5, 1
1, 6, 5, 6, 7, 6, 5, 6
1, 6, 5, 6, 7, 6, 7, 3
1, 6, 5, 6, 7, 6, 7, 8
1, 6, 5, 6, 7, 6, 7, 11
1, 6, 5, 6, 7, 6, 7, 6
1, 6, 7, 3, 2, 1, 2, 1
1, 6, 7, 3, 2, 1, 2, 3
1, 6, 7, 3, 2, 1, 2, 6
1, 6, 7, 3, 2, 1, 5, 9
1, 6, 7, 3, 2, 1, 5, 1
1, 6, 7, 3, 2, 1, 5, 6
1, 6, 7, 3, 2, 3, 2, 1
1, 6, 7, 3, 2, 3, 2, 3
1, 6, 7, 3, 2, 3, 2, 6
1, 6, 7, 3, 2, 3, 4, 8
1, 6, 7, 3, 2, 3, 4, 3
1, 6, 7, 3, 2, 3, 7, 3
1, 6, 7, 3, 2, 3, 7, 8
1, 6, 7, 3, 2, 3, 7, 11
1, 6, 7, 3, 2, 3, 7, 6
1, 6, 7, 3, 2, 6, 10, 9
1, 6, 7, 3, 2, 6, 10, 11
1, 6, 7, 3, 2, 6, 10, 14
1, 6, 7, 3, 2, 6, 10, 6
1, 6, 7, 3, 2, 6, 2, 1
1, 6, 7, 3, 2, 6, 2, 3
1, 6, 7, 3, 2, 6, 2, 6
1, 6, 7, 3, 2, 6, 5, 9
1, 6, 7, 3, 2, 6, 5, 1
1, 6, 7, 3, 2, 6, 5, 6
1, 6, 7, 3, 2, 6, 7, 3
1, 6, 7, 3, 2, 6, 7, 8
1, 6, 7, 3, 2, 6, 7, 11
1, 6, 7, 3, 2, 6, 7, 6
1, 6, 7, 3, 4, 8, 12, 16
1, 6, 7, 3, 4, 8, 12, 8
1, 6, 7, 3, 4, 8, 12, 11
1, 6, 7, 3, 4, 8, 4, 8
1, 6, 7, 3, 4, 8, 4, 3
1, 6, 7, 3, 4, 8, 7, 3
1, 6, 7, 3, 4, 8, 7, 8
1, 6, 7, 3, 4, 8, 7, 11
1, 6, 7, 3, 4, 8, 7, 6
1, 6, 7, 3, 4, 3, 2, 1
1, 6, 7, 3, 4, 3, 2, 3
1, 6, 7, 3, 4, 3, 2, 6
1, 6, 7, 3, 4, 3, 4, 8
1, 6, 7, 3, 4, 3, 4, 3
1, 6, 7, 3, 4, 3, 7, 3
1, 6, 7, 3, 4, 3, 7, 8
1, 6, 7, 3, 4, 3, 7, 11
1, 6, 7, 3, 4, 3, 7, 6
1, 6, 7, 3, 7, 3, 2, 1
1, 6, 7, 3, 7, 3, 2, 3
1, 6, 7, 3, 7, 3, 2, 6
1, 6, 7, 3, 7, 3, 4, 8
1, 6, 7, 3, 7, 3, 4, 3
1, 6, 7, 3, 7, 3, 7, 3
1, 6, 7, 3, 7, 3, 7, 8
1, 6, 7, 3, 7, 3, 7, 11
1, 6, 7, 3, 7, 3, 7, 6
1, 6, 7, 3, 7, 8, 12, 16
1, 6, 7, 3, 7, 8, 12, 8
1, 6, 7, 3, 7, 8, 12, 11
1, 6, 7, 3, 7, 8, 4, 8
1, 6, 7, 3, 7, 8, 4, 3
1, 6, 7, 3, 7, 8, 7, 3
1, 6, 7, 3, 7, 8, 7, 8
1, 6, 7, 3, 7, 8, 7, 11
1, 6, 7, 3, 7, 8, 7, 6
1, 6, 7, 3, 7, 11, 10, 9
1, 6, 7, 3, 7, 11, 10, 11
1, 6, 7, 3, 7, 11, 10, 14
1, 6, 7, 3, 7, 11, 10, 6
1, 6, 7, 3, 7, 11, 7, 3
1, 6, 7, 3, 7, 11, 7, 8
1, 6, 7, 3, 7, 11, 7, 11
1, 6, 7, 3, 7, 11, 7, 6
1, 6, 7, 3, 7, 11, 12, 16
1, 6, 7, 3, 7, 11, 12, 8
1, 6, 7, 3, 7, 11, 12, 11
1, 6, 7, 3, 7, 11, 15, 16
1, 6, 7, 3, 7, 11, 15, 11
1, 6, 7, 3, 7, 11, 15, 14
1, 6, 7, 3, 7, 6, 10, 9
1, 6, 7, 3, 7, 6, 10, 11
1, 6, 7, 3, 7, 6, 10, 14
1, 6, 7, 3, 7, 6, 10, 6
1, 6, 7, 3, 7, 6, 2, 1
1, 6, 7, 3, 7, 6, 2, 3
1, 6, 7, 3, 7, 6, 2, 6
1, 6, 7, 3, 7, 6, 5, 9
1, 6, 7, 3, 7, 6, 5, 1
1, 6, 7, 3, 7, 6, 5, 6
1, 6, 7, 3, 7, 6, 7, 3
1, 6, 7, 3, 7, 6, 7, 8
1, 6, 7, 3, 7, 6, 7, 11
1, 6, 7, 3, 7, 6, 7, 6
1, 6, 7, 8, 12, 16, 12, 16
1, 6, 7, 8, 12, 16, 12, 8
1, 6, 7, 8, 12, 16, 12, 11
1, 6, 7, 8, 12, 16, 15, 16
1, 6, 7, 8, 12, 16, 15, 11
1, 6, 7, 8, 12, 16, 15, 14
1, 6, 7, 8, 12, 8, 12, 16
1, 6, 7, 8, 12, 8, 12, 8
1, 6, 7, 8, 12, 8, 12, 11
1, 6, 7, 8, 12, 8, 4, 8
1, 6, 7, 8, 12, 8, 4, 3
1, 6, 7, 8, 12, 8, 7, 3
1, 6, 7, 8, 12, 8, 7, 8
1, 6, 7, 8, 12, 8, 7, 11
1, 6, 7, 8, 12, 8, 7, 6
1, 6, 7, 8, 12, 11, 10, 9
1, 6, 7, 8, 12, 11, 10, 11
1, 6, 7, 8, 12, 11, 10, 14
1, 6, 7, 8, 12, 11, 10, 6
1, 6, 7, 8, 12, 11, 7, 3
1, 6, 7, 8, 12, 11, 7, 8
1, 6, 7, 8, 12, 11, 7, 11
1, 6, 7, 8, 12, 11, 7, 6
1, 6, 7, 8, 12, 11, 12, 16
1, 6, 7, 8, 12, 11, 12, 8
1, 6, 7, 8, 12, 11, 12, 11
1, 6, 7, 8, 12, 11, 15, 16
1, 6, 7, 8, 12, 11, 15, 11
1, 6, 7, 8, 12, 11, 15, 14
1, 6, 7, 8, 4, 8, 12, 16
1, 6, 7, 8, 4, 8, 12, 8
1, 6, 7, 8, 4, 8, 12, 11
1, 6, 7, 8, 4, 8, 4, 8
1, 6, 7, 8, 4, 8, 4, 3
1, 6, 7, 8, 4, 8, 7, 3
